chrlbl,citations,definition,part_of_speech,word,first_citation_date,first_citation_text,last_citation_date,last_citation_text,family
,"{'@first': 'yes', 'date': '2000', 'aut': 'D. Harris', 'tit': 'Payback', 'num': '72', '#text': 'You’re trouble fuckboy, and I don’t need trouble'}",one who is victimized by their superiors or associates,compound,fuck boy,2000,"You’re trouble fuckboy, and I don’t need trouble",2000,"You’re trouble fuckboy, and I don’t need trouble",fuck
None,"[{'@first': 'yes', 'date': '1954', 'aut': 'J. Blake', 'tit': ['Ex Post Facto', 'Joint'], 'edn': '1972', 'num': '45', '#text': 'in They were known as pussyboys, galboys, fuckboys, and all had taken girls’names like Betty, Fifi, Dotty, etc., and were universally referred to as ‘she’ and ‘her’'}, {'date': '1972', 'aut': 'B. Rodgers', 'tit': 'Queens’ Vernacular'}, {'@class': 'new', 'date': '1994', 'aut': 'S. Hunter', 'tit': 'Dirty White Boys', 'num': '1', '#text': 'He wasn’t a boss con’s fuckboy, either, or a punk or a bitch or a mary or a snitch'}, {'date': '1999', 'aut': 'J. Hogshire', 'tit': 'You Are Going to Prison', 'num': '72', '#text': 'Once you’ve become somebody’s fuck-boy, you stay a fuck-boy, and your new ‘man’ will use you any way he wants'}, {'date': '2000', 'aut': 'D. Leder', 'tit': 'Soul Knows No Bars', 'num': '115', '#text': 'The fuck-boy is not really gay. But he’s powerless and so has no choice'}, {'@class': 'new19a', 'date': '2017', 'aut': '410', '#text': '‘Crash’ [lyrics] Hella corn for them fuckboys that love boys / Can’t reason with it'}]","one who, despite being heterosexual in the outside world, is forced into homosexuality while in prison; thus a male homosexual ( cite 2017)",compound,fuck boy,1954,"in They were known as pussyboys, galboys, fuckboys, and all had taken girls’names like Betty, Fifi, Dotty, etc., and were universally referred to as ‘she’ and ‘her’",2017,‘Crash’ [lyrics] Hella corn for them fuckboys that love boys / Can’t reason with it,fuck
2000s+,"[{'@class': 'new', 'date': '2015', 'tit': 'Vanity Fair', '#text': 'Sept [Internet] A ‘fuckboy’ is a young man who sleeps with women without any intention of having a relationship with them or perhaps even walking them to the door post-sex. He’s a womanizer, an especially callous one, as well as kind of a loser'}, {'@class': 'new', 'date': '2016', 'tit': 'languagejones.com', '#text': ""15 June [Internet] Fuckboy (fuccboi, etc.) How the white mainstream uses it: A boy-toy. That is, a guy who's good in bed, but not good for much else. You might hate yourself for sleeping with him""}]",a man who is only interested in sex without comittment,compound,fuck boy,2015,"Sept [Internet] A ‘fuckboy’ is a young man who sleeps with women without any intention of having a relationship with them or perhaps even walking them to the door post-sex. He’s a womanizer, an especially callous one, as well as kind of a loser",2016,"15 June [Internet] Fuckboy (fuccboi, etc.) How the white mainstream uses it: A boy-toy. That is, a guy who's good in bed, but not good for much else. You might hate yourself for sleeping with him",fuck
2010s,"[{'@class': 'new', '@first': 'yes', 'date': '2016', 'aut': 'C. Eble', 'tit': 'UNC-CH Campus Sl. Spring 2016', 'num': '4', 'i': ['fuckboi', 'fucboi'], '#text': 'FUCKBOY — annoying male: ‘I just cannot respect that fuckboy’ Sometimes spelled  or'}, {'@class': 'new', 'date': '2016', 'tit': 'languagejones.com', 'i': ['fuck nigga', 'fuck', 'that fuck bitch stay on some fuck shit'], '#text': ""15 June [Internet] Fuckboy (fuccboi, etc.) [...] How it's used in AAE: This is tricky, because I don't generally hear it except as taboo avoidance when people intend to say . More broadly, here,  functions as an adjective, meaning ‘illegitimate,’ ‘useless,’ or ‘trifling.’ So you could just as easily say , meaning ‘that trifling bitch is always concerned with nonsense’""}, {'@class': 'new18B', 'date': '2017', 'tit': 'Negus Who Read', '#text': '6 Dec. [Internet] Fuckboy: (n) A weak-ass pussy who ain’t about shit'}]",an irritating male,compound,fuck boy,2016,FUCKBOY — annoying male: ‘I just cannot respect that fuckboy’ Sometimes spelled  or,2017,6 Dec. [Internet] Fuckboy: (n) A weak-ass pussy who ain’t about shit,fuck
1970s+,"[{'@first': 'yes', 'date': '1971', 'aut': 'T. Whitmore', 'tit': 'Memphis-Nam-Sweden', 'num': '35', '#text': 'He was a motherfucker [...] Not at all like the lazy fuckbrain before him, Captain Cox'}, {'date': '1997', 'aut': 'N. Barlay', 'tit': 'Curvy Lovebox', 'num': '111', '#text': 'Guys . . . fuckbrains'}, {'date': '1999', 'tit': 'Bug', '#text': '(Aus.) 29 June [Internet] Telling lies to the media, [...] and claiming their fuck-brained coach has taught them a lot'}]","a fool, a simpleton; thus  adj., stupid",compound,fuckbrain,1971,"He was a motherfucker [...] Not at all like the lazy fuckbrain before him, Captain Cox",1999,"(Aus.) 29 June [Internet] Telling lies to the media, [...] and claiming their fuck-brained coach has taught them a lot",fuck
1970s+,"[{'@first': 'yes', 'date': '1979', 'tit': 'Leather Whipper', 'num': '66', '#text': '‘Isn’t he being hard with that kid?’ I asked my new fuck buddy'}, {'date': '1982', 'aut': 'A. Maupin', 'tit': 'Further Tales of the City', 'num': '121', '#text': 'He thinks of me as a fuck buddy. Period'}, {'date': '1999', 'aut': 'M. Walker', 'tit': 'Malicious Intent', 'num': '245', '#text': 'And I feel like a nice uncomplicated fuck, buddy. [...] So don’t worry, fuck-buddy. You won’t have a weepy female on your hands'}, {'date': '2001–2003', 'tit': 'Urban Dict.', 'b': 'fuck buddy', '#text': '[Internet]  A person who is not your boyfriend or girlfriend (or farmyard animal), with whom you have sexual relations, on the mutual understanding that you both want sex and nothing more. Strictly, for the term ‘fuck buddy’ to apply, both people involved have to be single'}, {'date': '2004', '#text': '‘Belle de Jour’ [blog] 26 July [Internet] How to fuck someone and still be friends. Or, your cut-and-keep guide to being a good fuck buddy'}, {'@class': 'new', 'date': '2012', 'aut': 'C. Black', 'src': 'C. Rhatigan and N. Bird', 'tit': 'Pulp Ink 2', '#text': '‘Topless Vampire Bitches’ in  (eds)  [ebook] I would [...] slink back to my room, to be joined by my lithesome fuck buddy'}]","one with whom one has a sexual, but no deeper, relationship",compound,fuck buddy,1979,‘Isn’t he being hard with that kid?’ I asked my new fuck buddy,2012,"‘Topless Vampire Bitches’ in  (eds)  [ebook] I would [...] slink back to my room, to be joined by my lithesome fuck buddy",fuck
1990s+,"[{'@first': 'yes', 'date': '1998', 'aut': 'D. Griechen', 'tit': 'New Writers of the Purple Sage', '#text': '‘Ventilate’ in  (anthology by Idaho State University) [Internet] Virge always thought Doug was a fuckchop and he never quite understood that music'}, {'date': '2002', 'aut': 'J. Berlin', 'tit': 'Situational Pitching', 'num': '116', '#text': 'Well, that’s the way it was. I hope you jerks had half as good a time as me. Happy New Year, fuck chops!'}]","an imbecile, a stupid person; a general derog. term of abuse",compound,fuck-chops,1998,‘Ventilate’ in  (anthology by Idaho State University) [Internet] Virge always thought Doug was a fuckchop and he never quite understood that music,2002,"Well, that’s the way it was. I hope you jerks had half as good a time as me. Happy New Year, fuck chops!",fuck
1970s+,"[{'@first': 'yes', 'date': '1979', 'aut': 'D. Gram', 'tit': 'Foxes', 'edn': '1980', 'num': '38', '#text': '‘Asshole Fuckdog Honky Cunt!’ shrieked the dude at her back. ‘Twat!’'}, {'date': '2000', 'aut': 'C. Cook', 'tit': 'Robbers', 'edn': '2001', 'num': '18', '#text': 'They don’t want to talk to us nohow. Sure they do, Ray Bob said. Coupla fuckdogs'}]",a promiscuous woman; one who is eager for sex,compound,fuckdog,1979,‘Asshole Fuckdog Honky Cunt!’ shrieked the dude at her back. ‘Twat!’,2000,"They don’t want to talk to us nohow. Sure they do, Ray Bob said. Coupla fuckdogs",fuck
2000s,"[{'@first': 'yes', 'date': '1983', 'aut': 'A. de Groen', 'tit': 'Going Home', 'num': '59', '#text': 'Listen, fuckdust, you wouldn’t know the Manly ferry was up you till the people got out'}, {'date': '2000', 'aut': 'J. Greenway', 'tit': 'Whipwray.com', '#text': '‘Words’ at  [Internet] He is a lot lot lot stronger then the fucking bands and groups that he promoted. I mean ‘Holy Fuckdust’ that guy is still here; he is still doing it'}]",a general term of abuse,compound,fuckdust,1983,"Listen, fuckdust, you wouldn’t know the Manly ferry was up you till the people got out",2000,‘Words’ at  [Internet] He is a lot lot lot stronger then the fucking bands and groups that he promoted. I mean ‘Holy Fuckdust’ that guy is still here; he is still doing it,fuck
1980s+,"{'@first': 'yes', 'date': '1989', 'aut': 'P. Munro', 'tit': 'Sl. U.'}","a flirtatious, sexually encouraging glance",compound,"fuck-eye, the",1989,,1989,,fuck
1970s+,"[{'@class': 'new17C us', '@first': 'yes', 'date': '1972', 'aut': 'P. Kanto', 'tit': 'Lay-a-day', 'num': '152', '#text': '‘You know as well as I that if I starred in one of these fuck films I’d be ruined’'}, {'date': '1978', 'aut': 'L. Kramer', 'tit': 'Faggots', 'num': '74', '#text': 'Initial success as a silent backer of heterosexual fuck films'}, {'date': '2001', 'con': '1964–8', 'aut': 'J. Ellroy', 'tit': 'Cold Six Thousand', 'num': '145', '#text': 'Hide from Wayne Senior and his fuck film'}, {'@class': 'new', 'date': '2010', 'con': '1973', 'aut': 'C. Stella', 'tit': 'Johnny Porno', 'num': '19', '#text': 'Kelly tracking down the fuck film?'}]",a pornographic film,compound,fuck-film,1972,‘You know as well as I that if I starred in one of these fuck films I’d be ruined’,2010,Kelly tracking down the fuck film?,fuck
1990s+,"{'@first': 'yes', 'date': '2002–3', 'tit': 'JD’s Adult Pages', '#text': '‘Annabel’s Schooldays’ on  [Internet] Her huge, wrinkled fuck flaps were hanging down from her cunt, cloaking the erect shaft of her enormous clitoris'}",the labia,compound,fuck-flaps,2002,"‘Annabel’s Schooldays’ on  [Internet] Her huge, wrinkled fuck flaps were hanging down from her cunt, cloaking the erect shaft of her enormous clitoris",2002,"‘Annabel’s Schooldays’ on  [Internet] Her huge, wrinkled fuck flaps were hanging down from her cunt, cloaking the erect shaft of her enormous clitoris",fuck
1980s+,"[{'@first': 'yes', 'date': '1981', 'tit': 'Mouth Piece', 'num': '126', '#text': 'I know a guy who wants a new face for a fuck-flick. Nothing spectacular— just four hundred feet of film of me and another guy'}, {'date': '1984', 'aut': 'Stryker & Herbert', 'tit': 'Obsessed', 'num': '95', '#text': 'And next thing I knew I was in a fuck flick [...] laying back letting broads suck on it'}, {'date': '1999', 'aut': 'J. Ellroy', 'tit': 'Destination: Morgue!', 'edn': '2004', 'num': '133', 'i': 'The Private Afternoons of Pamela Mann', '#text': '‘My Life as a Creep’ in A classy fuck flick:'}, {'date': '1999', 'aut': '‘Master Pimp’', 'tit': 'Pimp’s Rap', 'num': '137', '#text': 'They call it fuck flicks, adult entertainment, porno'}, {'@class': 'new', 'date': '2000', 'aut': 'P. Temple', 'tit': 'Dead Point', 'edn': '2008', '#text': '[ebook] I cam to make a fuckflcik with Susan'}, {'date': '2004', 'aut': 'J. Ellroy', 'tit': 'Destination: Morgue!', 'edn': '2004', 'num': '353', '#text': '‘Jungletown Jihad’ in I don’t do fuck flicks, ’cause, like, my dad might see them'}]",a pornographic film,compound,fuck flick,1981,I know a guy who wants a new face for a fuck-flick. Nothing spectacular— just four hundred feet of film of me and another guy,2004,"‘Jungletown Jihad’ in I don’t do fuck flicks, ’cause, like, my dad might see them",fuck
,"[{'@first': 'yes', 'date': '1974', 'aut': 'N. Mills', 'tit': 'New Journalism', 'num': '418/2', '#text': 'There is nowhere else in America, they say, where a fuck-flick producer can hire last year’s Sweetheart of Sigma Chi to take on 12 [...] Hell’s Angels'}, {'date': '1991', 'aut': 'S. Solomita', 'tit': 'Forced Entry', 'num': '13', '#text': 'There’s a fuck-flick moviehouse there and a topless bar and, late at night, drugs and whores'}]",attrib. use of sense 1,compound,fuck flick,1974,"There is nowhere else in America, they say, where a fuck-flick producer can hire last year’s Sweetheart of Sigma Chi to take on 12 [...] Hell’s Angels",1991,"There’s a fuck-flick moviehouse there and a topless bar and, late at night, drugs and whores",fuck
late 19C+,"[{'@first': 'yes', 'date': '1890–1904', 'aut': 'Farmer & Henley', 'tit': 'Sl. and Its Analogues'}, {'date': '1934', 'aut': '‘J.M. Hall’', 'tit': 'Anecdota Americana', 'num': '14', '#text': 'II Be Jesus Christ, you men. First you muck up me fuck hole and now you wants to fuck up me muck hole'}, {'date': '1941', 'aut': 'G. Legman', 'tit': 'Limerick', 'edn': '1953', 'num': '243', '#text': 'in He mucked up her fuck-hole / And fucked up her muck-hole, / And charged her two dollars beside'}, {'date': '1959', 'aut': 'E. Cray', 'tit': 'Erotic Muse', 'edn': '1992', 'num': '206', '#text': 'in He laid her down upon the grass, / Lifted her dress above her ass; / He grabbed his prick and made a pass / At the fuck-hole of Kathusalem'}, {'date': '1966', 'aut': 'Trimble', 'tit': '5000 Adult Sex Words and Phrases'}, {'date': '1982', 'tit': 'Maledicta', 'num': '131', 'b': 'fuckhole, futy', '#text': 'VI:1+2 (Summer/Winter) Vagina […]'}, {'date': '1988', 'aut': 'N. Eastwood', 'tit': 'Gardener Got Her', 'num': 'n.p.', '#text': 'As Greg sank his cock into Lucy’s fever-hot little fuck hole, Mike the handyman was on his way down the hall with his toolbox'}, {'date': '1993', 'aut': 'B. Moore', 'tit': 'Lex. of Cadet Lang.', 'num': '151', 'scaps': 'usage', 'b': 'fuck hole', '#text': ': ‘And so I slammed my engorged cock up her  and . . .’'}, {'date': '2001', 'aut': '‘Randy Everhard’', 'tit': 'Tattoo of a Naked Lady', 'num': '92', '#text': 'I frenched her fuckhole again'}, {'@class': 'new', 'date': '2012', 'tit': 'Topix Local News', '#text': '(Johannesburg) 21 Nov. [Internet] Good looking Aussie guy 33 looking for kinky Ausssie girls. If you would enjoy some training and stretching your f*ck holes get me at [etc.]'}]",the vagina; the female genitals,compound,fuckhole,1890,,2012,(Johannesburg) 21 Nov. [Internet] Good looking Aussie guy 33 looking for kinky Ausssie girls. If you would enjoy some training and stretching your f*ck holes get me at [etc.],fuck
,"[{'@first': 'yes', 'date': '2001', 'aut': 'J. Hynes', 'tit': 'Wild Colonial Boy', 'num': '67', '#text': 'She had raged at him, hitting him again and again, shouting, ‘I’m not your fuckhole!’'}, {'date': '2004', 'aut': 'M. Hemmington', 'tit': 'Rooms', 'num': '46', '#text': 'Whore, slut, cunt, filthy little girl, dirty little baby fuck, shitty fuckhole.\nI was all those things and more'}]",a derog term for a woman,compound,fuckhole,2001,"She had raged at him, hitting him again and again, shouting, ‘I’m not your fuckhole!’",2004,"Whore, slut, cunt, filthy little girl, dirty little baby fuck, shitty fuckhole.
I was all those things and more",fuck
1950s+,"[{'@class': 'new', '@first': 'yes', 'date': '1998', 'aut': 'T. Fontana', 'tit': 'Oz', '#text': 'and B. Winters ‘Losing Your Appeal’  ser. 2 ep. 4 [TV script] You gave me fifteen years in this fuckhole'}, {'date': '1999', 'aut': 'C. McPherson', 'tit': 'Four Plays', 'num': '63', '#text': 'Every guard in every shitty little fuckhole would have his eyes peeled'}, {'date': '2002', 'aut': 'S. King', 'tit': 'On Writing', 'num': '47', '#text': 'The work was hard and boring, the mill itself a dingy fuckhole'}, {'date': '2004', 'aut': 'L. Love', 'tit': 'You Ain’t Got No Easter Clothes', 'num': '70', '#text': 'My mother told us she was ‘tired of living in this fuckhole where niggers acted like savages’'}]","an unpleasant, disgusting place",compound,fuckhole,1998,and B. Winters ‘Losing Your Appeal’  ser. 2 ep. 4 [TV script] You gave me fifteen years in this fuckhole,2004,My mother told us she was ‘tired of living in this fuckhole where niggers acted like savages’,fuck
